gvkey,conm,tic,cusip,cik,sic,naics,LINKPRIM,LIID,LINKTYPE,LPERMNO,LPERMCO,LINKDT,LINKENDDT
062133,VITALCOM INC,VCOM,927917104,0001006026,7373,541512,P,01,LU,83181,14369,1996-02-14,2001-06-29
062134,ANDES GOLD CORP,AGCZ,034197202,,4955,562211,C,01,LU,83184,14365,1996-02-29,1999-04-07
062134,ANDES GOLD CORP,AGCZ,034197202,,4955,562211,C,00X,LU,83184,14365,1996-02-14,1996-02-28
062135,XETEL CORP,XTEL,983942103,0001003932,3672,334412,C,01,LU,83185,14370,1996-02-14,2002-08-23
062137,CYBERCASH INC,CYCHZ,232462101,0001004232,7372,511210,C,01,LU,83128,14375,1996-02-15,2001-03-01
062139,PLUMAS BANCORP,PLBC,729273102,0001168455,6020,522110,P,01,LC,90710,46694,2005-05-18,E
062152,DEVX ENERGY INC,DVXE,25189P203,0000943548,1311,211111,P,01,LU,84826,15486,1997-05-22,2001-12-31
062162,SCB COMPUTER TECHNOLOGY INC,3SCBI,78388N107,0001005268,7363,561320,C,01,LU,83167,14373,1996-02-15,2000-04-14
062165,COHR INC,CHRI.,192567105,0001005123,7600,811211,P,01,LU,83119,14379,1996-02-16,1999-03-31
062167,CYLINK CORP,CYLK,232565101,0001005230,3577,334119,P,01,LU,83129,14378,1996-02-16,2003-02-28
062168,IRIDEX CORP,IRIX,462684101,0001006045,3845,334510,P,01,LU,83145,14377,1996-02-16,E
062169,LIFECORE BIOMEDL INC,LFCR,514766104,0001005286,2834,325412,P,01,LU,83148,14374,1996-02-15,E
062170,NEOSE TECHNOLOGIES INC,NTEC.1,640522108,0000877902,2833,325411,P,01,LC,83151,14381,1996-02-16,2009-03-02
062189,STARTECH ENVIRONMENTAL CORP,STHKQ,855906103,0000875762,3559,333249,P,01,LC,88812,41000,2000-11-02,2003-07-02
062192,ULTRADATA CORP,ULTD,90388N102,0001005406,7372,511210,P,01,LU,83178,14376,1996-02-16,1999-08-31
062197,CHINA CONVERGENT CORP LTD,CVNGY,16936X201,0001002817,1540,423310,C,90,LU,82731,14241,1995-12-19,2001-11-12
062200,ENDOCARE INC,ENDO.1,29264P203,0001003464,3841,339112,P,01,LU,84529,15362,1997-02-28,2009-07-31
062201,GENSYM CORP,GNSM,37245R107,0001005387,7372,511210,P,01,LU,83138,14380,1996-02-16,2001-08-15
062203,POLYAIR INTER PACK INC,PPKZ,731912101,0001049984,3089,326199,P,01,LC,87286,36353,1999-11-10,2007-03-09
062204,TENGASCO INC,TGC,88033R502,,1311,211120,P,01,LC,87471,36564,1999-12-21,2021-02-28
062213,CANTALOUPE INC,CTLP,138103106,0000896429,7374,518210,P,01,LC,91910,52001,2020-11-19,E
062213,CANTALOUPE INC,CTLP,138103106,0000896429,7374,518210,P,01,LC,91910,52001,2007-03-19,2019-09-25
062215,IMPATH INC,IMPHQ,45255G101,0001003114,8071,621511,P,01,LU,83141,14383,1996-02-21,2003-07-29
062216,KAYE KOTTS ASSOCIATES INC,3KTAXE,486590102,0000929528,8111,541110,C,01,LU,83147,14384,1996-02-22,1997-05-29
062217,LIGHTPATH TECHNOLOGIES INC,LPTH,532257805,0000889971,3827,333310,P,01,LU,83149,14385,1996-02-22,E
062218,ULTRAFEM INC,UFEM,903896108,0000892142,3089,326199,P,01,LU,83176,14386,1996-02-22,1998-05-04
062221,COLUMBUS MCKINNON CORP,CMCO,199333105,0001005229,3530,333923,P,01,LU,83120,14387,1996-02-23,E
062224,MONROE BANCORP,MROE,610313108,0000745456,6020,522110,P,01,LC,88979,41558,2001-05-30,2010-12-31
062225,MOSSIMO INC,MOSS,619696107,0001005181,2320,31522,P,01,LU,82857,31581,1996-02-23,2006-10-31
062229,360 COMMUNICATIONS CO,XO,885571109,0001003959,4812,513322,P,01,LU,82862,31587,1996-03-08,1998-07-31
062230,US SATELLITE BROADCST  -CL A,USSB,912534104,0001004314,4841,513220,P,01,LU,83180,14329,1996-02-01,1999-05-28
062231,XENOMETRIX INC,3XENO.,984109108,0001000370,2835,325413,P,01,LU,83432,14060,1996-04-15,1998-01-12
062233,MERIDIAN INDL TRUST INC,MDN,589643105,0000946637,6798,525930,C,01,LU,82856,31580,1996-03-13,1999-03-30
062234,WESTERN BANCORP,WEBC.,957683105,0000721670,6020,522110,C,01,LU,85050,15508,1997-06-09,1999-11-30
062236,CONCEPTUS INC,CPTS,206016107,0000896778,3841,339112,P,01,LU,83123,14327,1996-02-01,2013-06-28
062237,CONNETICS CORP,CNCT.,208192104,0001004960,2836,325414,P,01,LU,83121,14326,1996-02-01,2006-12-29
062239,PNI TECHNOLOGIES INC,PNLG,69350F107,0000893335,4812,513321,C,01,LU,83156,14388,1996-02-29,1999-03-22
062239,PNI TECHNOLOGIES INC,PNLG,69350F107,0000893335,4812,513321,C,00X,LU,83156,14388,1996-02-27,1996-02-28
062240,SONICS & MATERIALS INC,SIMA.1,835466103,0001000166,3690,335999,C,01,LU,83168,14389,1996-02-27,1999-04-13
062241,TRIDENT INTERNATIONAL INC,TRDT.,895934107,0001005128,3555,333293,P,01,LU,83174,14390,1996-02-27,1999-02-26
062243,UNITY BANCORP INC,UNTY,913290102,0000920427,6020,522110,P,01,LU,84397,31907,1997-01-13,E
062245,VALLEY FINANCIAL CORP,VYFC,919629105,0000921590,6020,522110,P,01,LC,91187,50602,2006-04-17,2015-06-30
062257,YOUBET.COM INC,UBET,987413101,0000814055,7990,713290,P,01,LC,87005,16583,1999-06-15,2010-06-02
062261,GEMSTAR-TV GUIDE INTL INC,GMST,36866W106,0000923282,4841,515210,P,01,LC,84005,14041,1995-10-11,2008-05-02
062262,FORWARD INDUSTRIES INC,FORD,349862409,0000038264,5047,423450,P,01,LU,37381,1810,1995-06-30,E
062262,FORWARD INDUSTRIES INC,FORD,349862409,0000038264,5047,423450,C,00X,LU,37381,1810,1994-10-01,1995-06-29
062263,ALEXION PHARMACEUTICALS INC,ALXN,015351109,0000899866,2836,325414,P,01,LU,83111,14394,1996-02-28,2021-07-30
062266,CSG SYSTEMS INTL INC,CSGS,126349109,0001005757,7374,518210,P,01,LU,83124,14393,1996-02-28,E
062268,FLANDERS CORP,FLDR.1,338494107,0000799526,3564,333411,P,01,LC,83374,14516,1996-04-09,2010-01-29
062269,OSE USA INC,3OSEE,671029106,0000924101,5065,423690,P,01,LC,83144,14391,1996-02-28,1998-11-16
062274,LAMINAIRE CORP,THMZ,513507103,0000934379,3564,333411,P,01,LC,83173,14392,1996-03-01,1998-07-16
062280,UNIDIGITAL INC,BEEN,08771W109,0001003934,7330,541430,C,01,LU,83179,14325,1996-02-01,2000-08-30
062284,ENGINEERING ANIMATION INC,EAII,292872108,0001005270,7372,512110,P,01,LU,83134,14397,1996-02-29,2000-10-31
062285,INDUS INTERNATIONAL INC,IINT,45578L100,0001041333,7372,511210,P,01,LC,85294,15670,1997-08-26,2007-01-09
062285,INDUS INTERNATIONAL INC,IINT,45578L100,0001041333,7372,511210,P,01,LC,83140,14396,1996-02-29,1997-08-25
062288,SCOLR PHARMA INC,SCLR,78402X107,0000934936,2834,325412,P,01,LC,90049,44905,2004-02-06,2011-01-12
062289,RISCORP INC  -CL A,3RISC,767597107,0001003957,6799,523999,P,01,LU,83164,14395,1996-02-29,1997-07-01
062290,REVLON INC  -CL A,REVRQ,761525609,0000887921,2844,325620,P,01,LC,82859,23373,1996-02-29,2023-05-02
062294,IMALL INC,IMAL,45244X306,0001020862,7370,514191,P,01,LU,86273,16208,1998-07-13,1999-10-29
062295,IMAGE SYSTEMS CORP,IMSG.1,45244J109,,3575,334113,P,01,LU,84590,15352,1997-02-21,2000-09-06
062296,SILVERSTAR HOLDINGS LTD,SSTRF,G81365101,0001003390,7372,511210,C,01,LC,82819,14306,1996-01-24,2009-03-11
062297,BERG ELECTRONICS CORP,BEI.1,08372L106,0000904900,3678,334417,P,01,LU,83191,31589,1996-03-01,1998-10-30
062300,ORCAD INC,OCAD,685568107,0000881411,7372,511210,P,01,LU,83293,14400,1996-03-01,1999-07-30
062302,SPAR GROUP INC,SGRP,784933103,0001004989,7389,561499,P,01,LU,83303,14398,1996-03-01,E
062304,RADIOIO INC,RAIO,75041A100,0001005758,7370,519130,C,01,LU,83298,14399,1996-03-29,2001-08-15
062304,RADIOIO INC,RAIO,75041A100,0001005758,7370,519130,C,00X,LU,83298,14399,1996-03-01,1996-03-28
062313,TERREMARK WORLDWIDE INC,TMRK,881448203,0000912890,7370,519130,P,01,LU,84157,31783,1996-11-21,2011-04-29
062314,HEALTH SYSTEMS DESIGN CORP,HSDC,421964107,0001005697,7372,511210,P,01,LU,83271,14404,1996-03-05,2000-12-29
062317,PREMIERE GLOBAL SERVICES INC,PGI,740585104,0000880804,4899,517919,P,01,LU,83307,14408,1996-03-05,2015-12-31
062319,SUPERIOR NATL INS GROUP INC,3SNTLQ,868224106,,6331,524126,C,01,LU,83312,14407,1996-03-05,2000-03-03
062320,CHIREX INC,CHRX.1,170038103,0001005407,2833,325411,P,01,LU,83246,14410,1996-03-06,2000-09-29
062321,DATA PROCESSING RES CORP,DPRC,237823109,0001005700,7363,561330,P,01,LU,83253,14409,1996-03-06,1999-08-31
062323,TMCI ELECTRONICS INC,TMEIQ,872933106,0001005509,3460,332116,C,01,LU,83319,14411,1996-03-06,1999-02-16
062324,LEITCH TECHNOLOGY CORP,LVIDF,52543H107,0001111496,3663,334220,P,01,LC,88353,37728,2000-06-13,2003-07-22
062327,COMPARE GENERIKS INC,COGE,203904107,0001005283,5122,422210,C,01,LU,83248,14413,1996-03-07,1999-01-07
062328,FRASER INDUSTRIES INC,HELI.1,355494105,0001003641,3559,333298,P,01,LU,83269,14412,1996-03-29,1998-03-31
062328,FRASER INDUSTRIES INC,HELI.1,355494105,0001003641,3559,333298,C,00X,LU,83269,14412,1996-03-07,1996-03-28
062330,EINSTEIN NOAH RESTAURANT GRP,BAGL,28257U104,0000949373,5812,722515,P,01,LU,83152,14328,1996-02-01,2014-11-28
062335,IPC HOLDINGS LTD,IPCR,G4933P101,0000909815,6331,524130,P,01,LC,83279,14417,1996-03-08,2009-09-04
062336,CYTYC CORP,CYTC,232946103,0000849778,3826,334516,P,01,LU,83251,14414,1996-03-08,2007-10-31
062337,IAMGOLD CORP,IAG,450913108,0001203464,1040,212220,P,01,LC,89630,43796,2002-12-02,E
062338,STERLING COMMERCE INC,SE.1,859205106,0001005291,7372,511210,P,01,LU,83229,31608,1996-03-08,2000-03-31
062339,SUPERIOR SERVICES INC,SUPR.2,868316100,,4953,562111,P,01,LU,83318,14415,1996-03-08,1999-11-30
062344,LIHIR GOLD LTD,LIHR.,532349107,0001000300,1040,212221,P,90,LC,82506,14034,1995-10-09,2010-08-27
062346,FREDERICK BREWING CO,FRBW,355673203,0000926978,2082,312120,C,01,LU,83240,14419,1996-03-11,1999-04-21
062351,MORRISON MGMT SPECIALISTS,MHI.4,618459101,,5812,722211,P,01,LU,83228,31605,1996-03-11,2001-04-30
062352,MORRISON RESTAURANTS INC,MRN.1,618478101,0001007783,5812,722212,P,01,LU,83227,31604,1996-03-11,1998-08-31
062356,GRAND ADV TOUR&TRVL PBLG CP,GATT,385194204,0000791958,4700,561520,C,01,LU,85823,15950,1998-02-05,2001-03-28
062362,ARCHITEL SYSTEMS CORP,ASYC,039917109,0001065120,7372,511210,P,01,LU,86147,34810,1998-06-29,2000-07-31
062363,AUDIO VISUAL SERVICES CORP,AVSV,050727106,0001005015,7359,532310,C,01,LC,83193,31591,1996-03-12,2001-03-16
062366,FORTE SOFTWARE INC,FRTE.1,349546101,0001006370,7372,511210,P,01,LU,83263,14426,1996-03-12,1999-10-29
062368,PLATINUM ENTERTAINMENT INC,PTET,727909103,0000883558,3652,334612,P,01,LU,83308,14423,1996-03-12,2000-07-10
062372,XYLAN CORP,XYLN,984151100,0000914698,3576,2211,P,01,LU,83324,14425,1996-03-12,1999-04-30
062373,ALCOHOL SENSORS INTL LTD,ASIL.,013876107,0000929313,3829,334519,C,01,LU,83842,14120,1996-08-09,1998-03-03
062374,IRON MOUNTAIN INC,IRM,46284V101,0001020569,6798,531120,P,01,LU,83143,14330,1996-02-01,E
062377,HMT TECHNOLOGY CORP,HMTT,403917107,0001005967,3572,334112,P,01,LU,83270,14430,1996-03-13,2000-10-31
062378,HUB GROUP INC  -CL A,HUBG,443320106,0000940942,4731,488510,P,01,LU,83272,14427,1996-03-13,E
062380,OCAL INC,OCAL,674489109,0001000189,3640,335932,P,01,LU,83294,14429,1996-03-13,1999-01-29
062382,ASTEX PHARMACEUTICALS INC,ASTX,04624B103,0000919722,2836,325414,P,01,LC,83317,14432,1996-03-13,2013-10-31
062388,VERTRO INC,VTRO.1,92535G204,0001094808,7310,541890,C,01,LC,88163,37157,2000-04-10,E
062390,ISOCOR,ICOR.1,464902105,0000879283,7372,511210,P,01,LU,83274,14435,1996-03-14,2000-01-31
062391,EARTHLINK HOLDINGS CORP,ELNK,27033X101,0001102541,7370,519130,P,01,LC,83291,14433,1996-03-14,2017-02-28
062395,ENCORE MEDICAL CORP,ENMC,29256E109,0000944763,3842,339113,P,01,LU,84639,15406,1997-03-26,2006-11-30
062396,IDT CORP,IDT,448947507,0001005731,4813,517111,P,03,LC,88988,14442,2004-06-01,E
062396,IDT CORP,IDT,448947507,0001005731,4813,517111,J,03,LC,88988,14442,2001-06-01,2004-05-31
062396,IDT CORP,IDT,448947507,0001005731,4813,517111,J,01,LC,83275,14442,2004-06-01,2011-04-04
062396,IDT CORP,IDT,448947507,0001005731,4813,517111,P,01,LC,83275,14442,1996-03-15,2004-05-31
062397,INDIVIDUAL INC,INDV.1,455912105,0001002536,7370,514191,P,01,LU,83278,14441,1996-03-15,1998-02-27
062398,INNOTECH INC,IIII.1,45766M100,0000050587,3559,333319,P,01,LU,83276,14437,1996-03-15,1997-03-31
062399,JDA SOFTWARE GROUP INC,JDAS,46612K108,0001006892,7372,511210,P,01,LU,83283,14438,1996-03-15,2012-12-31
062400,PRISM SOLUTIONS INC,PRZM.1,742947104,0001008129,7372,511210,P,01,LU,83306,14440,1996-03-15,1999-04-30
062401,PROLOGIC MANAGEMENT SYS INC,PRLO,743406100,0000938320,9995,999990,C,01,LU,83305,14439,1996-03-15,1998-08-07
062403,FLETCHER BUILDING LTD,FRCEF,Q3915B105,0001137182,3270,3273,P,90,LC,88923,41366,2001-04-03,2002-06-13
062403,FLETCHER BUILDING LTD,FRCEF,Q3915B105,0001137182,3270,3273,P,90,LC,83205,31597,1996-03-25,2001-03-22
062404,FLETCHER CHALLENGE ENERGY,FEG.1,339318107,,1311,211111,P,90,LU,83206,31598,1996-03-25,2001-03-30
062406,EARTHGRAINS CO,EGR.1,270319106,0000016741,2050,311812,P,01,LU,83202,31593,1996-03-27,2001-08-31
062412,MACKAY LIFE SCIENCES INC,BZEC,554516104,0001007018,3845,334510,P,01,LU,83242,14445,1996-03-19,1999-02-08
062414,INSTITUTIONAL EQUITY HLDGS,TPII,895817104,0000852447,6211,523110,C,01,LU,83258,14444,1996-03-29,1996-11-26
062414,INSTITUTIONAL EQUITY HLDGS,TPII,895817104,0000852447,6211,523110,C,00X,LU,83258,14444,1996-03-19,1996-03-28
062416,KNOWLEDGE MECHANICS GROUP,KMGP,49925M100,0000934520,7373,541512,C,01,LU,83292,14443,1996-03-29,1998-03-11
062416,KNOWLEDGE MECHANICS GROUP,KMGP,49925M100,0000934520,7373,541512,C,00X,LU,83292,14443,1996-03-19,1996-03-28
062418,SEMICONDUCTOR LASER INTL CP,SLIC,816638100,0000921445,3674,334413,C,01,LU,83310,14446,1996-03-19,1999-05-26
062420,XEIKON NV  -ADR,XEIYQ,984003103,0001007787,3577,334119,P,90,LC,83323,14447,1996-03-19,2001-11-08
062425,SIMPLAYER.COM LTD,SMPLF,M8411K107,0001007993,7370,514191,C,01,LU,83285,14450,1996-03-20,2001-04-02
062431,GATEWAY DATA SCIENCES CORP,GDSCQ,367596103,0001002917,7373,541512,P,01,LU,83266,14449,1996-03-20,1997-11-05
062433,THERMOQUEST CORP,TMQ.1,883655102,0001005868,3826,334516,P,01,LU,83231,31610,1996-03-19,2000-05-31
062437,ELAMEX SA DE CV,ELAMF,P36209107,0001009302,5140,424450,C,01,LU,83256,14451,1996-04-30,2006-01-27
062439,ALPHANET SOLUTIONS INC,ALPH.,020787107,0001002132,7370,541512,P,01,LU,83234,14454,1996-03-21,2003-06-30
062441,DAWSON PRODUCTION SERVICES,DPS.2,239423106,0001005970,1381,213111,P,01,LU,83254,14452,1996-03-21,1998-09-30
062442,MASTERING INC,MASC.1,576398101,0001006638,8200,611420,P,01,LU,83259,14453,1996-03-21,1998-04-30
062444,MEDICUS SYSTEMS CORP,MECS.1,584970107,0001006361,7372,511210,P,01,LU,83289,14401,1996-03-01,1998-06-30
062446,TN-K ENERGY GROUP INC,TNKY,88874W107,0000942650,1311,211111,C,01,LU,83286,14457,1996-03-29,2001-04-11
062446,TN-K ENERGY GROUP INC,TNKY,88874W107,0000942650,1311,211111,C,00X,LU,83286,14457,1996-03-21,1996-03-28
062447,WORKGROUP TECHNOLOGY CORP,3WKGP,980903207,0001007021,7372,511210,P,01,LU,83322,14455,1996-03-21,2002-10-30
062450,ANALOGY INC,ANLG,032659104,0000893573,7372,511210,P,01,LU,83235,14459,1996-03-22,2000-03-31
062453,PAYMENTECH INC,PTI.2,704384106,0001005759,7320,561450,P,01,LU,83204,31596,1996-03-22,1999-07-30
062455,INTELLIGENT MED IMAGING INC,IMIIQ,45815T106,0000930090,3826,334516,C,01,LU,83277,14460,1996-03-22,1999-05-17
062456,INTELLIQUEST INFORMATION GRP,IQST.1,45816H101,0001007083,7370,514191,P,01,LU,83280,14461,1996-03-22,1999-12-31
062458,UPHONIA INC,UPHN,91531B102,0001005698,7372,511210,P,01,LC,83316,14462,2000-05-16,2003-06-26
062458,UPHONIA INC,UPHN,91531B102,0001005698,7372,511210,P,01,LC,83316,14462,1996-03-22,1998-05-20
062460,CIMATRON LTD,CIMT,M23798107,0001008595,7372,511210,P,01,LU,83247,14458,1996-03-21,2015-02-27
062465,TLC VISION CORP,TLCVF,872549100,0001010610,8000,621320,C,01,LC,85192,15570,1997-07-02,2009-12-24
062471,LUMENIS LTD - OLD,LUME,M6778Q105,,3845,334510,P,01,LC,82818,14311,1996-01-25,2004-02-05
062472,VIRGINIA COMM BANCORP INC,VCBI,92778Q109,0001099305,6020,522110,P,01,LU,85406,15675,1997-09-02,2014-02-28
062473,BELCO OIL & GAS CORP,BOG.,077410108,,1311,211111,P,01,LC,83190,31588,1996-03-26,2001-08-31
062474,COMMUNITY FEDERAL BANCORP,CFTP,20364Q100,0001004524,6035,522120,P,01,LU,83245,14463,1996-03-26,1999-11-30
062475,ARBUTUS BIOPHARMA CORP,ABUS,03879J100,0001447028,2836,325414,P,01,LC,12411,53584,2010-11-15,E
062478,KATZ DIGITAL TECHNOLOGY INC,KTZ.,486093107,0001007518,2790,323122,P,01,LU,83284,14464,1996-03-26,1998-12-31
062479,MAY & SPEH INC,SPEH,577777105,0001002521,7370,514191,P,01,LU,83313,14466,1996-03-26,1998-09-30
062481,ONYX ACCEPTANCE CORP,ONYX.2,682914106,0001006614,6141,522291,P,01,LU,83295,14465,1996-03-26,2005-01-31
062486,FEMRX INC,FMRX.,314463100,0001007321,3845,334510,P,01,LU,83262,14473,1996-03-27,1998-11-30
062487,GA FINANCIAL INC,GAF.1,361437106,0001005313,6035,522120,P,01,LU,83226,31602,1996-03-26,2004-05-28
062488,GALAGEN INC,GGEN,362913105,,2836,325414,P,01,LU,83267,14469,1996-03-27,2001-01-04
062489,ORANGE PLC,ORNGY,685211104,0001009245,4812,513322,P,90,LC,83296,14474,1996-03-28,2000-02-15
062490,PCD INC,PCDIQ,69318P106,0001007594,3678,334417,P,01,LU,83297,14468,1996-03-27,2003-01-30
062491,PARTY CITY CORP,PCTY.1,702145103,0001005972,5940,453220,C,01,LU,83299,14471,1996-03-27,2005-12-30
062492,PENSKE MOTORSPORTS INC,SPWY,709598106,0001006605,7948,711212,P,01,LU,83314,14475,1996-03-27,1999-07-30
062494,PRGX GLOBAL INC,PRGX,69357C503,0001007330,8721,541219,P,01,LU,83304,14470,1996-03-27,2021-03-31
062495,SILVER DINER INC,3SLVR,827655101,,5812,722110,P,01,LU,83311,14472,1996-03-27,2001-05-15
062497,FORTICELL BIOSCIENCE INC,FORBQ,34958N100,0000889992,2836,325414,P,01,LU,83543,14294,1996-05-17,2002-08-28
062498,ELLOMAY CAPITAL LTD,ELLO,M39927120,0000946394,4991,221114,P,01,LC,82511,14033,2011-08-22,E
062498,ELLOMAY CAPITAL LTD,ELLO,M39927120,0000946394,4991,221114,P,01,LC,82511,14033,1995-10-06,2005-05-19
062500,RED HOT CONCEPTS INC,RHCS,756601308,0000932623,5812,722110,P,01,LU,83792,13908,1996-08-30,1999-05-11
062501,SUBURBAN PROPANE PRTNRS  -LP,SPH,864482104,0001005210,5900,457210,P,01,LU,82860,31583,1996-02-29,E
062505,BACOU USA INC,BAU,056439102,0001006027,3851,339115,P,01,LU,83238,14477,1996-03-28,2001-09-28
062506,FALMOUTH BANCORP INC,FCB.1,306754102,0001027280,6020,522110,P,01,LU,83203,31594,1996-03-28,2004-07-30
062507,GROUP LONG DISTANCE INC,GLDI.1,398901108,0001004570,4813,513330,P,01,LU,84614,15404,1997-03-25,1998-12-02
062510,QUINSA-QUILMES INDUSTRIAL SA,QULMY,74838Y207,0001010246,2082,312120,P,90,LC,90328,31607,2001-06-11,2008-02-11
062511,SEGUE SOFTWARE INC,SEGU,815807102,0000894572,7372,511210,P,01,LU,83309,14476,1996-03-28,2006-04-28
062513,THERMO SENTRON INC,TSR.3,883593105,0001007022,3590,333997,P,01,LU,83230,31609,1996-03-27,2000-04-28
062515,BARNETT INC,BNTT.1,068062108,0000898172,5961,454110,P,01,LC,83241,14484,1996-03-29,2000-09-29
062516,CENTURY ALUMINUM CO,CENX,156431108,0000949157,3350,331315,P,01,LU,83244,14479,1996-03-29,E
062517,CRAZY WOMAN CREEK BNCRP INC,CRZY,225233105,0001005119,6035,522120,P,01,LU,83250,14481,1996-03-29,2003-11-06
062519,STYLECLICK.COM INC,IBUY.,864221106,0001008130,7372,511210,P,01,LU,83290,14478,1996-03-29,2000-07-31
062520,PFF BANCORP INC,PFFBQ,69331W104,0001004969,6035,522120,P,01,LC,83301,14480,1996-03-29,2008-07-25
062521,LANGUAGEWARE NET CO LTD,LWNT,M67029104,0000945321,7372,511210,C,01,LC,81848,13868,1995-07-21,1999-03-11
062522,GCR HOLDINGS LTD,GCREF,G3774N100,0000913912,6331,524126,P,01,LU,82701,14246,1995-12-19,1997-06-30
062523,VOCALTEC COMMUNICATIONS -OLD,VOCL.1,M9799Y933,,7372,511210,P,01,LC,83183,14348,1996-02-29,2005-11-25
062523,VOCALTEC COMMUNICATIONS -OLD,VOCL.1,M9799Y933,,7372,511210,C,00X,LC,83183,14348,1996-02-07,1996-02-28
062525,AIM IMMUNOTECH INC,AIM,00901B105,0000946644,2836,325414,P,01,LU,83762,14093,1996-07-15,E
062526,DIACRIN INC,DCRN.1,25243N103,0000887137,2836,325414,P,01,LU,83859,14362,1996-08-12,2003-08-29
062527,AMB FINANCIAL CORP,AMFC,001984103,0000915393,6020,522110,P,01,LU,83350,14487,1996-04-01,2004-12-31
062533,1ST BERGEN BANCORP,FBER.1,318915105,0001005016,6035,522120,P,01,LU,83372,14488,1996-04-01,1999-04-30
062535,TREGA BIOSCIENCES INC,TRGA,894699107,0000887920,2834,325412,P,01,LU,83378,14486,1996-04-01,2001-03-30
062539,PITTSBURGH FINANCIAL CORP,PHFC,725098107,0001003936,6036,522120,P,01,LU,83402,14491,1996-04-01,2003-12-31
062541,CORPORATE RESOURCE SVCS INC,CRRSQ,22004Y105,0000943110,7363,561320,C,01,LC,14152,54553,2013-09-06,2015-03-03
062543,WHG BANCSHARES CORP,WHGB,928949106,0001005018,6035,522120,P,01,LU,83424,14489,1996-04-01,2002-07-31
062544,BONDED MOTORS INC,3BMTRE,097894109,0001006376,3714,336312,C,01,LU,83360,14495,1996-04-02,2000-04-03
062549,KVH INDUSTRIES INC,KVHI,482738101,0001007587,4899,517410,P,01,LU,83390,14494,1996-04-02,E
062550,LYCOS INC,LCOS.,550818108,0001007992,7370,514191,P,01,LU,83392,14496,1996-04-02,2000-10-31
062553,OPTICAL CABLE CORP,OCC,683827208,0001000230,3357,335921,P,01,LU,83399,14498,1996-04-02,E
062555,PROSOFT LEARNING CORP,POSOQ,74347E106,0001018693,8200,611420,P,01,LU,84326,15209,1996-12-06,2005-11-11
062557,SCANIA AB,SCVAY,806018107,0001086360,3711,336120,J,91,LC,83336,31619,1996-04-01,2003-01-14
062557,SCANIA AB,SCVAY,806018107,0001086360,3711,336120,P,90,LC,83335,31619,1996-04-01,2003-01-14
062559,SIPEX CORP,SIPX,829909209,0001007800,3674,334413,P,01,LU,83416,14493,1996-04-02,2007-08-31
062562,U S PLASTIC LUMBER CORP,USPL,902948108,0001014851,3089,326199,P,01,LU,86197,16178,1998-06-25,2003-05-28
062564,YORK GROUP INC,YRKG,986632107,0001007084,3990,339995,P,01,LU,83436,14492,1996-04-02,2001-12-31
062571,ANSOFT CORP,ANST,036384105,0000849433,7372,511210,P,01,LC,83351,14503,1996-04-03,2008-07-31
062572,ARTERIAL VASCULAR ENGR INC,AVEI,043013101,0001007047,3841,339112,P,01,LU,83357,14504,1996-04-03,1999-01-29
062573,MYWEB INC.COM,MWEB,628451106,0000823190,7372,511210,C,01,LC,87665,36960,2000-03-13,2002-03-11
062574,DISCO SA,DXO.1,254609100,0001009866,5411,445110,P,90,LU,83330,31612,1996-04-03,1999-04-30
062575,FFD FINANCIAL CORP,FFDF,30243C107,0001006177,6020,522110,P,01,LU,83373,14499,1996-04-03,E
062581,MICROWARE SYSTEMS CORP,MWAR.,595150103,0001003383,7372,511210,P,01,LU,83397,14502,1996-04-03,2001-08-31
062582,ALJ REGIONAL HOLDINGS INC,ALJJ,001627108,0001438731,7374,518210,P,01,LC,83398,14500,1996-04-03,2003-01-08
062582,ALJ REGIONAL HOLDINGS INC,ALJJ,001627108,0001438731,7374,518210,P,01,LC,16052,55563,2016-05-02,2023-05-31
062585,TADIRAN TELECOMMUNICATNS LTD,TTELF,M87340101,0001009872,3661,334210,P,01,LU,83320,14485,1996-03-29,1999-03-31
062590,COST PLUS INC,CPWM,221485105,0000798955,5700,442299,P,01,LU,83365,14510,1996-04-04,2012-06-30
062591,DECISIONONE HOLDINGS CORP,3DOCIQ,243458106,0001007588,7370,811212,P,01,LC,85283,15645,1997-08-22,1999-07-14
062591,DECISIONONE HOLDINGS CORP,3DOCIQ,243458106,0001007588,7370,811212,P,01,LC,83370,14509,1996-04-04,1997-08-06
062592,PROTALIX BIOTHERAPEUTICS INC,PLX,74365A309,0001006281,2836,325414,C,01,LC,86080,16110,2007-03-12,E
062592,PROTALIX BIOTHERAPEUTICS INC,PLX,74365A309,0001006281,2836,325414,C,01,LC,86080,16110,1998-05-15,1999-11-16
062593,EXCITE INC,XCIT,300904109,0001007297,7370,514191,P,01,LC,83431,14507,1996-04-04,1999-05-28
062596,HOUSECALL MEDICAL RES INC,3HSCL,441796109,0001006604,8082,621610,P,01,LU,83381,14508,1996-04-04,1997-12-23
062599,LUCENT TECHNOLOGIES INC,LU.1,549463107,0001006240,7373,541512,P,01,LC,83332,31614,1996-04-04,2006-11-30
062601,PRAEGITZER INDUSTRIES INC,PGTZ,739422103,0001007519,3672,334412,P,01,LU,83401,14511,1996-04-04,1999-12-31
062602,SAPIENT CORP,SAPE,803062108,0001008817,7373,541512,P,01,LU,83413,14506,1996-04-04,2015-02-27
